current_company,target_company,years_of_experience,current_salary,expected_salary,gender,location,current_role,sector,education,certifications,skills,current_company_tier,target_company_tier
netflix,meta,6.6,676907,926747,Male,Gurgaon,Tech Lead,IT,Master,Scrum Master,Cloud,1,1
linkedin,microsoft,13.6,1772151,2811607,Other,Chennai,Senior Developer,IT,PhD,Scrum Master,Cloud,1,1
coforge,salesforce,9.5,1611470,2325949,Female,Pune,Senior Developer,IT,Bachelor,GCP,Full Stack,5,1
tcs,hcl,6.8,1801259,2161986,Male,Delhi,Business Analyst,IT,PhD,Scrum Master,Data Engineering,3,3
apple,virtusa,6.9,1052634,1530864,Female,Pune,Cloud Engineer,IT,PhD,PMP,DevOps,1,4
uber,google,7.8,2513226,3384487,Male,Chennai,Software Developer,IT,Bachelor,GCP,AI,1,1
zensar,deloitte,5.8,1431852,2222253,Female,Gurgaon,QA Engineer,IT,Bachelor,PMP,Cloud,4,2
valuelabs,amazon,5.9,2593587,3654488,Male,Delhi,Business Analyst,IT,Bachelor,AWS,Cloud,5,1
netflix,uber,2.8,1373868,1864532,Female,Delhi,DevOps Engineer,IT,Master,AWS,Security,1,1
coforge,sap,1.4,1957373,2467608,Female,Mumbai,Data Scientist,IT,Bachelor,AWS,DevOps,5,2
wipro,netflix,10.1,841542,1159515,Female,Hyderabad,Senior Developer,IT,PhD,Scrum Master,Data Engineering,3,1
virtusa,coforge,11.3,2260867,3287719,Male,Hyderabad,Business Analyst,IT,PhD,Azure,DevOps,4,5
sap,tcs,6.7,1135028,1600753,Female,Bangalore,Senior Developer,IT,Bachelor,Scrum Master,Full Stack,2,3
hcl,cts,7.3,2102153,3237076,Male,Gurgaon,DevOps Engineer,IT,Bachelor,Azure,Cloud,3,3
meta,accenture,5.3,3222333,4517278,Male,Mumbai,DevOps Engineer,IT,PhD,None,Security,1,2
cts,wipro,13.7,1417401,2127015,Other,Delhi,DevOps Engineer,IT,PhD,PMP,Security,3,3
meta,uber,5.6,1353977,2025938,Female,Gurgaon,Cloud Engineer,IT,Master,GCP,Full Stack,1,1
ibm,wipro,3.5,785012,1054420,Male,Bangalore,QA Engineer,IT,Master,PMP,DevOps,2,3
microsoft,salesforce,12.9,1887992,2981543,Male,Chennai,Cloud Engineer,IT,Master,None,AI,1,1
oracle,apple,14.7,2257215,3469121,Male,Gurgaon,QA Engineer,IT,Master,GCP,AI,2,1
apple,adobe,14.5,3090552,4914597,Male,Pune,Software Developer,IT,Master,Scrum Master,AI,1,1
salesforce,apple,8.6,3171224,3899850,Male,Gurgaon,Cloud Engineer,IT,PhD,PMP,Data Engineering,1,1
oracle,wipro,14.9,1150526,1615463,Male,Pune,Senior Developer,IT,Master,AWS,Full Stack,2,3
tcs,zensar,3.8,1291543,1631221,Male,Mumbai,Senior Developer,IT,PhD,GCP,Cloud,3,4
microsoft,meta,13.7,2263549,3011654,Male,Gurgaon,Software Developer,IT,Bachelor,Azure,DevOps,1,1
happiest-minds,hexaware,5.0,2873239,3576384,Male,Delhi,Cloud Engineer,IT,Master,None,AI,5,4
microsoft,apple,6.8,1798693,2660507,Male,Bangalore,QA Engineer,IT,PhD,PMP,Full Stack,1,1
wipro,valuelabs,13.6,2286763,2869400,Female,Chennai,Senior Developer,IT,Master,Azure,AI,3,5
google,infosys,7.7,2736923,3441705,Female,Chennai,Cloud Engineer,IT,Bachelor,Scrum Master,DevOps,1,3
uber,ibm,8.6,2493425,3337366,Male,Chennai,Business Analyst,IT,PhD,AWS,DevOps,1,2
google,apple,9.0,2429250,3257557,Male,Hyderabad,Tech Lead,IT,Master,Scrum Master,AI,1,1
coforge,deloitte,10.4,3261060,4789764,Male,Chennai,Data Scientist,IT,Master,Scrum Master,DevOps,5,2
netflix,hcl,9.5,3110574,4485824,Female,Delhi,DevOps Engineer,IT,Bachelor,Azure,AI,1,3
accenture,deloitte,3.4,2329758,3191493,Male,Bangalore,Business Analyst,IT,Master,Scrum Master,Cloud,2,2
infosys,coforge,14.8,1051486,1425705,Male,Chennai,Senior Developer,IT,Bachelor,Azure,Full Stack,3,5
accenture,apple,13.1,1302177,1800884,Female,Gurgaon,Data Scientist,IT,PhD,AWS,Security,2,1
hexaware,accenture,12.6,1919937,2327193,Female,Bangalore,Tech Lead,IT,PhD,PMP,Data Engineering,4,2
sap,ibm,5.4,2289966,3662032,Female,Delhi,Senior Developer,IT,Master,Scrum Master,DevOps,2,2
happiest-minds,coforge,2.3,612633,952145,Male,Delhi,Senior Developer,IT,Bachelor,PMP,DevOps,5,5
netflix,uber,2.2,1532645,1971139,Female,Mumbai,Tech Lead,IT,Master,AWS,DevOps,1,1
oracle,hcl,11.9,2097170,3188409,Male,Delhi,QA Engineer,IT,Master,AWS,Cloud,2,3
meta,infosys,12.5,1674841,2503329,Female,Mumbai,Tech Lead,IT,Master,AWS,AI,1,3
ibm,zensar,7.4,2754140,3808565,Male,Delhi,Data Scientist,IT,Master,GCP,Full Stack,2,4
coforge,meta,10.2,2094298,3323265,Male,Pune,Tech Lead,IT,Master,Azure,Security,5,1
happiest-minds,google,10.8,1562758,2089643,Female,Hyderabad,Software Developer,IT,PhD,AWS,Security,5,1
hexaware,linkedin,6.9,785191,1032912,Male,Delhi,Tech Lead,IT,Master,Azure,Full Stack,4,1
meta,google,2.1,1220099,1656436,Female,Gurgaon,Software Developer,IT,Master,PMP,DevOps,1,1
zensar,sap,6.2,1696297,2707116,Male,Mumbai,Business Analyst,IT,PhD,PMP,Full Stack,4,2
linkedin,valuelabs,11.8,1216158,1653599,Male,Mumbai,Data Scientist,IT,Master,AWS,Data Engineering,1,5
deloitte,hcl,10.7,2965472,4104150,Male,Hyderabad,DevOps Engineer,IT,PhD,PMP,AI,2,3
valuelabs,google,1.3,2527825,3806094,Male,Pune,Software Developer,IT,Master,None,AI,5,1
uber,microsoft,2.7,1953024,2473597,Male,Mumbai,Senior Developer,IT,PhD,PMP,Cloud,1,1
tcs,netflix,14.2,2058326,2771493,Male,Gurgaon,Data Scientist,IT,Master,Scrum Master,Cloud,3,1
ibm,hcl,11.4,2563396,3446907,Male,Gurgaon,Data Scientist,IT,PhD,AWS,Data Engineering,2,3
ibm,amazon,7.3,2956110,3728766,Female,Hyderabad,Business Analyst,IT,Bachelor,Azure,Security,2,1
google,salesforce,9.1,2712045,3353350,Male,Chennai,DevOps Engineer,IT,Master,None,DevOps,1,1
linkedin,virtusa,7.6,2962830,4655027,Male,Mumbai,Cloud Engineer,IT,Bachelor,GCP,Full Stack,1,4
ibm,wipro,2.7,1802542,2242924,Female,Hyderabad,Software Developer,IT,Master,Scrum Master,Data Engineering,2,3
meta,microsoft,9.3,2363409,3678125,Male,Delhi,DevOps Engineer,IT,Bachelor,Azure,DevOps,1,1
accenture,virtusa,2.0,2211649,3398911,Male,Pune,Business Analyst,IT,Bachelor,GCP,DevOps,2,4
valuelabs,meta,12.9,2373446,3181752,Male,Bangalore,Business Analyst,IT,PhD,Azure,Cloud,5,1
sap,meta,8.4,1526064,2229248,Female,Chennai,QA Engineer,IT,Bachelor,AWS,Full Stack,2,1
apple,valuelabs,2.1,1400641,1783019,Male,Mumbai,Senior Developer,IT,PhD,GCP,Data Engineering,1,5
amazon,hcl,4.9,1023746,1613173,Male,Chennai,Business Analyst,IT,Master,AWS,Full Stack,1,3
amazon,infosys,3.0,1466119,2275603,Female,Delhi,Business Analyst,IT,PhD,PMP,Full Stack,1,3
tcs,google,14.0,3407223,4976857,Female,Mumbai,Business Analyst,IT,Bachelor,GCP,Cloud,3,1
google,deloitte,2.3,2484572,3725059,Male,Mumbai,Tech Lead,IT,PhD,PMP,Security,1,2
valuelabs,happiest-minds,5.8,1124905,1754652,Female,Mumbai,Business Analyst,IT,Master,Scrum Master,AI,5,5
uber,meta,7.6,1477612,1919450,Male,Gurgaon,DevOps Engineer,IT,Bachelor,GCP,Data Engineering,1,1
meta,google,6.1,2500675,3782424,Female,Bangalore,DevOps Engineer,IT,Master,None,AI,1,1
hexaware,virtusa,14.2,2575263,3887478,Male,Delhi,Business Analyst,IT,Master,GCP,DevOps,4,4
oracle,hcl,7.8,2944316,4077780,Male,Delhi,Data Scientist,IT,Master,GCP,Data Engineering,2,3
adobe,tcs,5.9,917418,1393514,Male,Chennai,Business Analyst,IT,PhD,AWS,Cloud,1,3
hexaware,deloitte,14.8,2612740,3524170,Male,Delhi,Cloud Engineer,IT,Bachelor,AWS,Full Stack,4,2
meta,sap,12.2,1235634,1702035,Male,Bangalore,Cloud Engineer,IT,PhD,AWS,Cloud,1,2
uber,amazon,4.6,1272482,1989179,Male,Gurgaon,DevOps Engineer,IT,PhD,GCP,Security,1,1
virtusa,hexaware,5.5,1283301,1956627,Male,Mumbai,Business Analyst,IT,Bachelor,AWS,Data Engineering,4,4
microsoft,netflix,5.2,2042584,3256324,Male,Mumbai,Business Analyst,IT,Master,None,Data Engineering,1,1
oracle,wipro,5.1,2054169,3219310,Male,Hyderabad,QA Engineer,IT,Bachelor,GCP,Data Engineering,2,3
cts,microsoft,13.9,1887660,2686349,Female,Mumbai,Cloud Engineer,IT,PhD,Scrum Master,Cloud,3,1
linkedin,hexaware,7.5,1480536,2058006,Male,Gurgaon,Business Analyst,IT,PhD,Scrum Master,Cloud,1,4
accenture,zensar,5.7,723490,985546,Male,Pune,Cloud Engineer,IT,PhD,Scrum Master,Cloud,2,4
hcl,zensar,11.1,2795868,3431155,Male,Chennai,Data Scientist,IT,Master,Scrum Master,AI,3,4
sap,meta,10.0,925969,1148721,Male,Bangalore,Cloud Engineer,IT,Bachelor,GCP,Data Engineering,2,1
linkedin,tcs,3.9,1604828,2356966,Female,Delhi,Data Scientist,IT,PhD,GCP,Cloud,1,3
hexaware,deloitte,5.9,3198611,4690260,Male,Delhi,Data Scientist,IT,Bachelor,PMP,Full Stack,4,2
sap,happiest-minds,8.3,1733529,2190387,Female,Pune,Tech Lead,IT,PhD,PMP,DevOps,2,5
hcl,deloitte,12.7,1322831,2101239,Other,Bangalore,Senior Developer,IT,Bachelor,Azure,Security,3,2
infosys,valuelabs,2.3,1154488,1799874,Male,Delhi,Tech Lead,IT,PhD,Scrum Master,Data Engineering,3,5
accenture,hcl,7.5,2542778,4053483,Male,Gurgaon,DevOps Engineer,IT,Bachelor,PMP,Cloud,2,3
salesforce,wipro,2.3,1764653,2614870,Male,Mumbai,Software Developer,IT,Bachelor,Azure,DevOps,1,3
google,wipro,2.8,1174410,1621100,Female,Delhi,QA Engineer,IT,Bachelor,Scrum Master,AI,1,3
apple,linkedin,6.5,2316763,3637703,Male,Bangalore,Cloud Engineer,IT,Bachelor,PMP,AI,1,1
oracle,virtusa,4.4,831641,1274616,Male,Pune,Cloud Engineer,IT,Bachelor,PMP,DevOps,2,4
amazon,linkedin,5.0,2463973,3029885,Male,Delhi,Tech Lead,IT,Bachelor,Scrum Master,Full Stack,1,1
microsoft,meta,4.6,2589247,3430941,Male,Pune,Software Developer,IT,Master,PMP,Full Stack,1,1
infosys,ibm,7.7,1587371,2004793,Male,Pune,Senior Developer,IT,Master,Azure,DevOps,3,2
accenture,infosys,2.8,2005738,2666925,Male,Mumbai,QA Engineer,IT,Master,PMP,Full Stack,2,3
uber,virtusa,3.6,1879238,2997109,Male,Pune,Cloud Engineer,IT,Master,Azure,Data Engineering,1,4
microsoft,apple,12.9,3255489,5193275,Male,Pune,Data Scientist,IT,Bachelor,None,Security,1,1
google,valuelabs,1.3,2962381,3811229,Male,Delhi,Business Analyst,IT,Master,Scrum Master,Full Stack,1,5
amazon,cts,4.8,1052112,1457480,Male,Delhi,Senior Developer,IT,Bachelor,PMP,Security,1,3
linkedin,zensar,14.8,1231412,1641123,Other,Delhi,Cloud Engineer,IT,Master,AWS,AI,1,4
sap,apple,9.6,2168989,2847524,Female,Hyderabad,Cloud Engineer,IT,PhD,PMP,Cloud,2,1
google,hexaware,9.2,1384130,1776813,Male,Pune,Senior Developer,IT,Master,GCP,DevOps,1,4
netflix,coforge,7.6,2108388,2615538,Male,Bangalore,Tech Lead,IT,Master,Scrum Master,DevOps,1,5
coforge,netflix,13.0,2819592,3790124,Male,Pune,QA Engineer,IT,Master,GCP,DevOps,5,1
meta,hexaware,1.1,2365972,3772094,Female,Delhi,DevOps Engineer,IT,Bachelor,Azure,Security,1,4
ibm,deloitte,10.7,1058294,1647500,Male,Hyderabad,Senior Developer,IT,PhD,GCP,Data Engineering,2,2
netflix,cts,2.9,2089261,3007114,Male,Gurgaon,Tech Lead,IT,Bachelor,Scrum Master,DevOps,1,3
ibm,cts,3.5,1145057,1600713,Male,Hyderabad,Software Developer,IT,Master,Azure,Security,2,3
linkedin,hcl,8.0,2061601,2820020,Female,Delhi,Software Developer,IT,Bachelor,GCP,Full Stack,1,3
meta,sap,13.9,1059987,1598106,Male,Mumbai,Business Analyst,IT,Master,AWS,Full Stack,1,2
linkedin,wipro,6.1,1861044,2477945,Male,Delhi,QA Engineer,IT,PhD,PMP,Cloud,1,3
sap,wipro,6.0,855108,1197963,Male,Chennai,DevOps Engineer,IT,Bachelor,Azure,Full Stack,2,3
wipro,ibm,1.8,1084234,1600593,Male,Hyderabad,Data Scientist,IT,Master,AWS,Security,3,2
netflix,oracle,9.2,2761050,3960752,Male,Gurgaon,Data Scientist,IT,Master,AWS,Full Stack,1,2
valuelabs,happiest-minds,8.8,1717724,2373411,Male,Hyderabad,Tech Lead,IT,Bachelor,Azure,DevOps,5,5
sap,salesforce,3.9,1701538,2607647,Male,Chennai,Cloud Engineer,IT,Bachelor,PMP,Cloud,2,1
ibm,coforge,6.2,2869100,4222611,Male,Bangalore,QA Engineer,IT,PhD,GCP,Full Stack,2,5
sap,infosys,10.4,1387126,2218700,Male,Chennai,Cloud Engineer,IT,Bachelor,Azure,Security,2,3
tcs,oracle,6.0,2605272,3625599,Male,Pune,Software Developer,IT,PhD,PMP,AI,3,2
accenture,wipro,9.5,1601958,2356483,Female,Delhi,Data Scientist,IT,PhD,GCP,Full Stack,2,3
hexaware,amazon,1.9,2411717,2894713,Female,Hyderabad,Business Analyst,IT,Master,GCP,AI,4,1
wipro,sap,12.0,2941218,4353671,Male,Delhi,Software Developer,IT,PhD,Scrum Master,DevOps,3,2
meta,google,7.9,1405675,2088513,Male,Hyderabad,Tech Lead,IT,Master,PMP,Cloud,1,1
uber,accenture,13.7,1052998,1630242,Female,Gurgaon,Senior Developer,IT,PhD,Azure,Full Stack,1,2
meta,amazon,9.6,2622246,3377476,Female,Pune,DevOps Engineer,IT,Bachelor,AWS,Security,1,1
tcs,coforge,14.2,2576729,3705538,Male,Gurgaon,Senior Developer,IT,Bachelor,AWS,Data Engineering,3,5
linkedin,happiest-minds,13.4,2885489,3557365,Other,Delhi,Tech Lead,IT,Master,Scrum Master,Security,1,5
netflix,valuelabs,6.8,2496982,3832742,Female,Hyderabad,Data Scientist,IT,Master,AWS,Cloud,1,5
wipro,happiest-minds,10.2,1466406,1961731,Male,Mumbai,QA Engineer,IT,PhD,Scrum Master,Data Engineering,3,5
hexaware,amazon,3.9,2638335,3530221,Male,Chennai,Data Scientist,IT,PhD,AWS,AI,4,1
amazon,meta,11.3,3138106,4387929,Female,Delhi,Senior Developer,IT,Bachelor,None,DevOps,1,1
microsoft,amazon,13.3,2286364,2822196,Male,Delhi,Senior Developer,IT,Master,Scrum Master,Security,1,1
tcs,zensar,9.9,2699538,3671548,Male,Mumbai,Cloud Engineer,IT,Master,PMP,DevOps,3,4
google,zensar,8.6,2279694,3098949,Male,Hyderabad,Data Scientist,IT,PhD,None,AI,1,4
infosys,salesforce,2.1,2576402,3192146,Female,Gurgaon,DevOps Engineer,IT,Bachelor,Scrum Master,AI,3,1
virtusa,hcl,7.3,1018447,1483761,Male,Bangalore,Senior Developer,IT,Bachelor,AWS,Security,4,3
uber,amazon,14.6,2613058,3876062,Male,Gurgaon,Cloud Engineer,IT,Master,Azure,Security,1,1
hexaware,apple,1.9,1079772,1407221,Male,Mumbai,Cloud Engineer,IT,PhD,Scrum Master,Full Stack,4,1
hexaware,salesforce,8.8,2109871,3117472,Female,Hyderabad,Data Scientist,IT,Bachelor,Azure,Data Engineering,4,1
linkedin,hcl,9.7,2344300,3102987,Male,Delhi,QA Engineer,IT,PhD,AWS,Cloud,1,3
netflix,amazon,9.3,2443980,3358590,Male,Pune,Tech Lead,IT,Master,PMP,Full Stack,1,1
sap,wipro,3.5,2768927,3351492,Male,Gurgaon,Cloud Engineer,IT,Bachelor,AWS,AI,2,3
ibm,hexaware,4.4,890813,1248963,Female,Pune,Data Scientist,IT,Bachelor,Scrum Master,AI,2,4
oracle,amazon,2.4,1785149,2409209,Male,Bangalore,Software Developer,IT,PhD,AWS,Data Engineering,2,1
deloitte,wipro,3.2,2051734,2926825,Male,Pune,Cloud Engineer,IT,PhD,PMP,Security,2,3
happiest-minds,cts,11.2,1239014,1606929,Female,Mumbai,QA Engineer,IT,PhD,AWS,DevOps,5,3
coforge,salesforce,5.6,1267181,1648581,Male,Chennai,DevOps Engineer,IT,Bachelor,PMP,AI,5,1
valuelabs,deloitte,6.7,2827861,3838421,Male,Pune,Senior Developer,IT,Master,AWS,DevOps,5,2
hcl,linkedin,8.0,3193938,4424091,Female,Chennai,Tech Lead,IT,Master,PMP,Data Engineering,3,1
infosys,zensar,6.0,1276332,1541909,Male,Bangalore,Cloud Engineer,IT,Bachelor,None,Security,3,4
amazon,infosys,9.1,3282834,4940619,Male,Bangalore,QA Engineer,IT,Bachelor,Scrum Master,DevOps,1,3
google,oracle,5.6,1024084,1269828,Female,Bangalore,Cloud Engineer,IT,Bachelor,PMP,Full Stack,1,2
uber,oracle,3.5,2388916,3130922,Male,Chennai,Business Analyst,IT,PhD,PMP,Cloud,1,2
adobe,zensar,14.4,2409215,3110036,Male,Bangalore,Tech Lead,IT,Master,Scrum Master,Security,1,4
oracle,virtusa,5.7,875802,1211368,Male,Hyderabad,Business Analyst,IT,Bachelor,GCP,Cloud,2,4
hcl,deloitte,7.3,1734150,2590753,Female,Gurgaon,Software Developer,IT,Master,None,Data Engineering,3,2
hcl,salesforce,5.9,1342570,2104912,Female,Hyderabad,QA Engineer,IT,PhD,Azure,Data Engineering,3,1
oracle,apple,11.2,1350848,1932944,Male,Delhi,Cloud Engineer,IT,PhD,Azure,Security,2,1
netflix,sap,10.7,994790,1452223,Male,Delhi,Business Analyst,IT,Master,PMP,AI,1,2
meta,salesforce,9.8,1656995,2044901,Female,Bangalore,Cloud Engineer,IT,PhD,GCP,Data Engineering,1,1
hcl,linkedin,10.8,2360633,3363240,Male,Hyderabad,Software Developer,IT,Master,AWS,AI,3,1
coforge,tcs,10.2,2201917,3152605,Female,Chennai,Business Analyst,IT,Master,Azure,Full Stack,5,3
wipro,adobe,8.0,1414582,2151040,Male,Hyderabad,Cloud Engineer,IT,PhD,Azure,DevOps,3,1
sap,ibm,8.3,2128255,3338082,Male,Hyderabad,Software Developer,IT,Bachelor,PMP,AI,2,2
wipro,infosys,2.7,1948237,2623968,Female,Bangalore,Data Scientist,IT,PhD,PMP,Data Engineering,3,3
accenture,ibm,11.5,2935808,4518033,Female,Bangalore,Data Scientist,IT,Master,GCP,AI,2,2
hcl,oracle,8.5,2455678,3141103,Male,Gurgaon,Senior Developer,IT,Bachelor,GCP,DevOps,3,2
virtusa,oracle,12.4,3491783,4994748,Female,Delhi,Software Developer,IT,Master,PMP,Full Stack,4,2
accenture,amazon,9.5,1550390,2263023,Female,Mumbai,Business Analyst,IT,Master,Scrum Master,DevOps,2,1
hexaware,infosys,4.1,2258538,3108062,Male,Mumbai,Senior Developer,IT,Master,GCP,Full Stack,4,3
oracle,google,5.7,909923,1434570,Male,Delhi,DevOps Engineer,IT,PhD,None,Data Engineering,2,1
infosys,google,4.7,1148034,1835979,Male,Delhi,Senior Developer,IT,Bachelor,None,DevOps,3,1
salesforce,happiest-minds,13.1,2171853,2758416,Male,Hyderabad,Business Analyst,IT,Master,None,Full Stack,1,5
sap,valuelabs,8.5,1993225,2960659,Female,Hyderabad,Software Developer,IT,PhD,None,DevOps,2,5
coforge,accenture,14.9,2669775,3578238,Female,Mumbai,Business Analyst,IT,PhD,Scrum Master,Cloud,5,2
netflix,deloitte,2.1,1222812,1934390,Male,Gurgaon,QA Engineer,IT,Master,Azure,Cloud,1,2
linkedin,salesforce,1.8,806000,1190114,Female,Hyderabad,QA Engineer,IT,PhD,Scrum Master,AI,1,1
infosys,linkedin,3.3,1975645,3098460,Male,Bangalore,DevOps Engineer,IT,PhD,PMP,Security,3,1
apple,cts,13.4,1128911,1782273,Female,Chennai,Business Analyst,IT,Bachelor,GCP,DevOps,1,3
cts,happiest-minds,1.5,1875395,2643009,Male,Delhi,Tech Lead,IT,PhD,GCP,Data Engineering,3,5
infosys,hcl,3.6,1541839,1944037,Male,Bangalore,Tech Lead,IT,PhD,PMP,AI,3,3
hcl,accenture,5.4,945468,1333493,Other,Hyderabad,QA Engineer,IT,Master,Scrum Master,Security,3,2
zensar,deloitte,1.5,1855169,2798326,Male,Delhi,Software Developer,IT,Bachelor,Azure,AI,4,2
cts,ibm,14.9,1487588,2159082,Male,Bangalore,Business Analyst,IT,PhD,Azure,Full Stack,3,2
uber,cts,11.5,3207090,4699362,Female,Bangalore,QA Engineer,IT,Bachelor,Azure,Full Stack,1,3
hcl,apple,11.5,2566372,3969721,Female,Mumbai,QA Engineer,IT,PhD,AWS,Security,3,1
google,deloitte,9.9,2258159,2798757,Male,Gurgaon,DevOps Engineer,IT,Master,PMP,Cloud,1,2
sap,cts,13.9,2247748,2853749,Male,Pune,Tech Lead,IT,Bachelor,AWS,Security,2,3
zensar,microsoft,9.2,3202129,3976187,Female,Gurgaon,Data Scientist,IT,PhD,None,Cloud,4,1
microsoft,google,2.6,2247859,3390897,Female,Bangalore,Business Analyst,IT,PhD,GCP,Data Engineering,1,1
amazon,accenture,13.8,2709502,4217729,Female,Mumbai,Cloud Engineer,IT,Bachelor,Azure,AI,1,2
apple,zensar,13.5,3071787,3862502,Female,Gurgaon,Business Analyst,IT,Bachelor,Azure,Cloud,1,4
infosys,hexaware,8.0,2767862,3733565,Male,Chennai,Software Developer,IT,PhD,AWS,Security,3,4
zensar,wipro,3.4,3088180,3934985,Female,Pune,QA Engineer,IT,Bachelor,Scrum Master,AI,4,3
infosys,uber,4.6,718167,907340,Male,Chennai,Senior Developer,IT,PhD,GCP,Data Engineering,3,1
cts,infosys,14.1,3128947,4620074,Male,Delhi,Senior Developer,IT,Master,Azure,AI,3,3
deloitte,meta,11.7,2396186,2880209,Male,Chennai,Tech Lead,IT,Bachelor,AWS,Full Stack,2,1
coforge,hexaware,6.7,1890033,2509324,Male,Delhi,Cloud Engineer,IT,Bachelor,AWS,Security,5,4
coforge,valuelabs,12.6,1873868,2795229,Male,Hyderabad,Software Developer,IT,Bachelor,Azure,DevOps,5,5
google,valuelabs,3.5,1998517,2774397,Male,Gurgaon,Software Developer,IT,PhD,GCP,Data Engineering,1,5
valuelabs,coforge,2.2,2358482,3326045,Female,Pune,Senior Developer,IT,PhD,None,AI,5,5
apple,virtusa,1.9,1744843,2358186,Female,Hyderabad,Cloud Engineer,IT,Bachelor,None,DevOps,1,4
sap,microsoft,12.3,2679073,3264996,Female,Mumbai,Data Scientist,IT,Master,None,DevOps,2,1
salesforce,zensar,14.5,1531300,1869593,Female,Bangalore,Senior Developer,IT,Master,Scrum Master,Cloud,1,4
netflix,virtusa,4.0,2009200,2799801,Male,Hyderabad,Data Scientist,IT,Bachelor,None,Cloud,1,4
happiest-minds,deloitte,1.8,2846010,4237645,Female,Gurgaon,QA Engineer,IT,PhD,AWS,Full Stack,5,2
meta,wipro,8.2,895479,1371404,Male,Pune,Business Analyst,IT,PhD,GCP,Cloud,1,3
adobe,hcl,7.0,2278763,2917576,Male,Hyderabad,DevOps Engineer,IT,PhD,Azure,DevOps,1,3
deloitte,oracle,5.4,1324747,1791091,Male,Chennai,Tech Lead,IT,Master,None,DevOps,2,2
hexaware,sap,13.6,3249152,4038104,Female,Hyderabad,Business Analyst,IT,PhD,GCP,AI,4,2
uber,zensar,3.6,1444156,2258793,Male,Bangalore,Senior Developer,IT,Master,None,AI,1,4
uber,deloitte,12.1,1009497,1292183,Male,Gurgaon,Software Developer,IT,Bachelor,None,Full Stack,1,2
coforge,meta,2.5,2173068,2980096,Male,Mumbai,Tech Lead,IT,Master,GCP,AI,5,1
amazon,virtusa,7.7,2875260,4037545,Male,Gurgaon,Cloud Engineer,IT,PhD,AWS,DevOps,1,4
netflix,virtusa,1.5,2163493,3035883,Male,Chennai,Cloud Engineer,IT,Bachelor,AWS,AI,1,4
accenture,linkedin,9.2,1070244,1535138,Male,Bangalore,Senior Developer,IT,PhD,GCP,Security,2,1
adobe,deloitte,2.5,1925456,2329891,Male,Chennai,Senior Developer,IT,Master,PMP,DevOps,1,2
linkedin,meta,1.4,2879404,4507915,Male,Mumbai,DevOps Engineer,IT,PhD,AWS,Security,1,1
netflix,coforge,12.4,3347628,4854432,Female,Hyderabad,Senior Developer,IT,Bachelor,GCP,AI,1,5
netflix,happiest-minds,12.0,2918159,4186968,Female,Hyderabad,Senior Developer,IT,Bachelor,None,Data Engineering,1,5
valuelabs,accenture,7.0,918369,1426282,Male,Chennai,Cloud Engineer,IT,Master,Scrum Master,Data Engineering,5,2
amazon,valuelabs,8.4,3298584,5268492,Other,Mumbai,Cloud Engineer,IT,Bachelor,GCP,Data Engineering,1,5
meta,microsoft,2.3,2433613,3143342,Female,Gurgaon,Software Developer,IT,Bachelor,PMP,Full Stack,1,1
microsoft,uber,14.6,1539226,2253404,Male,Bangalore,Business Analyst,IT,Bachelor,GCP,Full Stack,1,1
wipro,google,3.2,1013761,1500447,Male,Chennai,Cloud Engineer,IT,Bachelor,Scrum Master,AI,3,1
valuelabs,uber,13.8,1690582,2556309,Female,Delhi,DevOps Engineer,IT,Master,Azure,Cloud,5,1
hcl,deloitte,4.0,808469,1214988,Male,Pune,Data Scientist,IT,Bachelor,AWS,AI,3,2
ibm,accenture,9.5,1067828,1325535,Male,Pune,DevOps Engineer,IT,PhD,PMP,DevOps,2,2
virtusa,meta,8.0,2541711,3069540,Male,Chennai,Software Developer,IT,PhD,GCP,Cloud,4,1
happiest-minds,sap,6.5,906875,1339193,Female,Delhi,Tech Lead,IT,Bachelor,None,AI,5,2
hcl,linkedin,5.3,2270687,3000672,Male,Hyderabad,Software Developer,IT,Bachelor,Scrum Master,Full Stack,3,1
coforge,netflix,14.6,1328043,2118441,Male,Mumbai,Business Analyst,IT,PhD,Azure,Cloud,5,1
virtusa,netflix,6.0,3120049,4182798,Male,Bangalore,Tech Lead,IT,PhD,None,Full Stack,4,1
tcs,happiest-minds,7.8,2227135,3316192,Female,Gurgaon,QA Engineer,IT,PhD,Scrum Master,Full Stack,3,5
apple,tcs,4.8,3014205,4731729,Male,Delhi,QA Engineer,IT,Master,Scrum Master,Cloud,1,3
oracle,google,12.5,2767910,3348956,Male,Gurgaon,Senior Developer,IT,Bachelor,AWS,AI,2,1
amazon,happiest-minds,4.5,1664726,2238333,Female,Hyderabad,Business Analyst,IT,Bachelor,None,DevOps,1,5
deloitte,adobe,7.5,1616239,2152825,Male,Hyderabad,Business Analyst,IT,PhD,Scrum Master,AI,2,1
amazon,virtusa,14.1,3143957,4237261,Male,Hyderabad,Software Developer,IT,PhD,None,Cloud,1,4
wipro,valuelabs,4.4,3111915,4115327,Male,Delhi,Data Scientist,IT,Bachelor,None,AI,3,5
cts,zensar,7.8,2230507,2806785,Female,Pune,Cloud Engineer,IT,PhD,Azure,DevOps,3,4
valuelabs,happiest-minds,13.8,1480667,1919478,Female,Mumbai,Senior Developer,IT,Bachelor,Scrum Master,Data Engineering,5,5
